Ticket ID,Device,Reported Issue,Event feed / Comments / Conclusions,Completed works
IT-012628,Asus M1505YA,Install OS,,"Windows and software recovery, laser printer refilling, laser printer cartridge recovery (for 1 item)"
IT-012626,Xiaomi Redmi Note 9,Does not turn on,"Conclusion: 🔎 During the diagnostics, it was established: ✅ The main reason is a malfunction of the power controller, which is located directly on the motherboard. ✅ Without this node, the device does not receive power and remains completely inoperable. ✅ For repair, this particular controller needs to be replaced, however: There are no donor boards for restoration There are also no new microcircuits on sale (even from suppliers of specialized components, including tech sites) ⚠️ Due to the lack of the necessary part, restoring the phone is technically impossible. 👉 The device is returned without repair.",Device fault diagnosis
IT-012627,Asus M1505YA,Install OS,,
IT-012622,Acer Aspire 3,Transverse matrix,,"Matrix (display, screen) replacement with complete disassembly of the device, cleaning, cooling system maintenance, replacement of thermoelements (lev V)"
IT-012621,Apple A1822,Unblock,,
IT-012620,Xiaomi TM1707,Blue screen,"Notes: 🔎 Preliminary diagnostics showed: ✅ The SSD drive is likely to have failed, which causes a blue screen and the inability to start the system. ✅ To check and replace the SSD, a complete disassembly of the laptop is required. ✅ It is also recommended to perform preventive maintenance - cleaning the cooling system with replacing thermal interfaces (thermal paste) to prevent overheating. ✅ After installing a new SSD, you will need to install and configure the operating system. ⚙️ As a result of these works, the laptop will receive a new drive, an updated cooling system, and a clean OS - which will ensure stable and fast operation of the device. 👉 Please confirm whether you agree to carry out the specified work so that we can start the repair. Conclusion: 🔎 The problem was caused by a malfunction of the old drive, which prevented the system from starting. ✅ Work performed: ✅ New SSD installed ✅ Complete disassembly of the device to install the drive ✅ Complete set of work to replace / install / add components (SSD, HDD, RAM, DVD - if necessary) ✅ Windows OS restored and installed with a set of necessary software ✅ Complete cleaning and prevention of the cooling system ✅ Replacement of thermal interfaces (thermal paste) for effective heat dissipation ⚙️ As a result: the laptop is fully restored, works stably, boots quickly and is ready for further operation. 💡 Thanks to the installation of a new SSD and comprehensive maintenance, the device has received a ""second life"" and will work much faster and more reliably.","Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device, Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-012619,Lenovo Ideapad Gaming 3,Wi-Fi does not work if you need to change the module or OS,,
IT-012616,Samsung SM-A145F/DSN,"The power switch doesn't work and there's something wrong with the speaker, you can barely hear it.",,Restoring the device with functional diagnostics
IT-012614,Redmi 9 Lite,display replacement,,Replacing the display (module) of a smartphone/tablet/navigator
IT-012644,Dell E7270,does not turn on,,CMOS (BIOS) recovery with complete disassembly of the device
IT-012613,Asus UX32V,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-012603,Hp Victus 16,Flooded,"Conclusion: 🔎 Diagnostic result: ✅ After disassembly, traces of liquid were found in the area of the system board and power components. Corrosion and oxidation damaged several tracks and partially disabled the charging circuit. ✅ A full restoration was performed after flooding: cleaning from oxides, restoring damaged areas of the board and isolating sensitive areas. ✅ The charger section was repaired - replacing damaged elements and monitoring voltage on the main power lines. ✅ The tracks were restored in places where signals and power were interrupted, the stability of the system was checked after startup. ⚙️ Result: 🔋 The device is fully restored, power and charging are working normally, the system starts stably. 💡 It is recommended to periodically carry out preventive cleaning of the cooling system to avoid repeated overheating or oxidation in vulnerable areas.",Restoring the device with functional diagnostics
IT-012611,Medion MF50CM,OS,,Windows and software recovery
IT-012599,ASUS GU605M,OS recovery,,Windows and software recovery
IT-012610,Acer AN517-51,"Improve, add SSD, RAM 2 to 16, Phase transition, OS + Sketchup, Archicad + Layout + style Builder",,"RAM 2x16 GB, Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal interfaces, Installation of programs for image processing, graphics (for 1 pc.)"
IT-012601,Lenovo Legion 5,Dust cleaning + look at the touchpad + OS,,"Cleaning, cooling systems, blowing the device with compressed air from dust and other substances, without replacing thermal elements, Windows and software recovery"
IT-012643,Asus x550l,"problem with the speakers, we had the same problem, the speakers just started to fade out.",,Replacing laptop speakers
IT-012595,Asus 1215B,Not working,"Conclusion: 🔎 After diagnostics, serious malfunctions were detected: ✅ processor failed ✅ battery is faulty 💰 Considering the age of the device and the cost of repair, recovery is economically unprofitable. 🔄 It is recommended to consider purchasing a new laptop as a more appropriate option.",
IT-012590,Dell Inspiron 15,"Improve + OS + install WhatsApp, rewrite information from HDD to SSD",,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-012597,Dell Inspiron 15,Improvements + battery,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads, Dell laptop battery 14.8V 2800mAh Black"
IT-012598,Dell Inspiron 15,Improve,,"Windows OS recovery with software package + Cleaning, laptop prevention with replacement of thermal pads"
IT-012582,System unit Black,The OS does not load.,,
IT-012587,HP 15,Cleaning,,"Cleaning, preventive maintenance of the cooling system, replacement of thermoelements (lev III)"
IT-012577,Asus G531GV,Keyboard partially not working again,,
IT-012580,Asus UX333F,Cleaning + looking at the laptop because it fell,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-012574,ASUS K42F,something in the cooler is being knocked out,,Restoring the device with functional diagnostics
IT-012575,Dell Vostro 14,SSD replacement,,"Windows and software recovery, Replacement / installation / addition of SSD, HDD, RAM (random access memory), DVD, etc. with complete disassembly of the device"
IT-012576,Acer AN515-45,Laptop prevention,,"Windows and software recovery, cleaning, cooling system maintenance, replacement of phase transition thermocouples (factory) (lev VII)"
IT-012566,Apple A2159,battery replacement,"Notes: 🔎 After disassembling the device, it was found: ✅ The battery is damaged and must be replaced. ✅ In addition to the battery itself, problems were found with the connection cables. ✅ One of the cables must be ordered additionally, otherwise the new battery will not be able to work correctly. 🔗 Link to the required cable: https://2mac.ua/shlejf-batarei-dlya-macbook-pro-13-2019-a2159/ 💰 The cost of the cable is 1169 UAH 🚚 Estimated delivery cost is approximately 100 UAH ⚠️ Without replacing the cable, installing a new battery is pointless, it is a risk, because additional problems are possible. 👉 Please confirm whether we order the cable together to continue the repair. The battery is already in stock, but replacing it did not help.","Battery replacement, battery with complete disassembly of the device, delivery by Nova Poshta at the courier company's rate"
IT-012569,Apple a1707,Keyboard replacement,"Notes: 📍 Diagnostic Result 🔎 After inspection, it has been determined that the keyboard requires a complete replacement. On this model, the keyboard is integrated into the chassis, which makes the repair procedure more complex and requires full disassembly of the laptop. ✅ Proposed works: Complete disassembly of the device. Removal of the old keyboard. Installation of a new keyboard with proper assembly and fixation. Control testing after assembly to check functionality. ⚠️ Replacing this unit is a rather complicated procedure, but only it guarantees the restoration of full device performance. 👉 Please confirm whether you agree to carry out work to replace the keyboard. After receiving your consent, we will immediately begin the repair. 📍 Diagnostic Result (English version) 🔎 After inspection, it has been determined that the keyboard requires a complete replacement. On this model, the keyboard is integrated into the chassis, which makes the repair procedure more complex and requires full disassembly of the laptop. ✅ Proposed works: Complete disassembly of the device. Removal of the defective keyboard. Installation of a new keyboard with proper mounting and fixation. Final testing to ensure full functionality. ⚠️ This is a delicate and labor-intensive procedure, but it is the only reliable solution to fully restore the device. 👉 Please confirm if you agree to proceed with the keyboard replacement. Once we receive your approval, we will immediately begin the repair.","Replacement of a modular keyboard with complete disassembly of the device, Cleaning, prevention of the cooling system, replacement of thermocouples with phase transition (factory) (lev VII), Delivery of the ZCH by Nova Poshta at the courier company's rate"
